Counties,Populations,FIPS,Dates,Weeks,Values,Grades
Childress,7062,48075,12-08-2020,2,325.68677428490514,>40
Childress,7062,48075,12-09-2020,3,362.0989602298014,>40
Childress,7062,48075,12-10-2020,4,321.64097584658333,>40
Childress,7062,48075,12-11-2020,5,291.29748755916984,>40
Childress,7062,48075,12-12-2020,6,242.74790629930814,>40
Childress,7062,48075,12-13-2020,7,242.74790629930814,>40
Childress,7062,48075,12-14-2020,1,279.1600922442044,>40
Childress,7062,48075,12-15-2020,2,188.12962738196384,>40
Childress,7062,48075,12-16-2020,3,135.5342476837804,>40
Childress,7062,48075,12-17-2020,4,155.76323987538942,>40
Childress,7062,48075,12-18-2020,5,135.5342476837804,>40
Childress,7062,48075,12-19-2020,6,93.05336408140145,>40
Childress,7062,48075,12-20-2020,7,89.00756564307966,>40
Childress,7062,48075,12-21-2020,1,52.595379698183436,>40
Childress,7062,48075,12-22-2020,2,28.32058906825262,>28
Childress,7062,48075,12-23-2020,3,101.14496095804508,>40
Childress,7062,48075,12-24-2020,4,91.03046486224056,>40
Childress,7062,48075,12-25-2020,5,89.00756564307966,>40
Childress,7062,48075,12-26-2020,6,62.70987579398795,>40
Childress,7062,48075,12-27-2020,7,66.75567423230974,>40
Childress,7062,48075,12-28-2020,1,66.75567423230974,>40
Childress,7062,48075,12-29-2020,2,101.14496095804508,>40
Childress,7062,48075,12-30-2020,3,46.52668204070073,>40
Childress,7062,48075,12-31-2020,4,70.80147267063154,>40
Childress,7062,48075,01-01-2021,5,86.98466642391877,>40
Childress,7062,48075,01-02-2021,6,86.98466642391877,>40
Childress,7062,48075,01-03-2021,7,86.98466642391877,>40
Childress,7062,48075,01-04-2021,1,86.98466642391877,>40
Childress,7062,48075,01-05-2021,2,119.35105393049318,>40
Childress,7062,48075,01-06-2021,3,117.32815471133229,>40
Childress,7062,48075,01-07-2021,4,93.05336408140145,>40
Childress,7062,48075,01-08-2021,5,74.84727110895335,>40
Childress,7062,48075,01-09-2021,6,70.80147267063154,>40
Childress,7062,48075,01-10-2021,7,70.80147267063154,>40
Childress,7062,48075,01-11-2021,1,70.80147267063154,>40
Childress,7062,48075,01-12-2021,2,22.251891410769915,>21
Childress,7062,48075,01-13-2021,3,18.206092972448115,>15
Childress,7062,48075,01-14-2021,4,20.228992191609013,>15
Childress,7062,48075,01-15-2021,5,26.297689849091718,>21
Childress,7062,48075,01-16-2021,6,46.52668204070073,>40
Childress,7062,48075,01-17-2021,7,46.52668204070073,>40
Childress,7062,48075,01-18-2021,1,46.52668204070073,>40
Childress,7062,48075,01-19-2021,2,68.77857345147063,>40
Childress,7062,48075,01-20-2021,3,103.16786017720597,>40
Clay,9787,48077,03-16-2020,1,0.0,none
Clay,9787,48077,03-17-2020,2,0.0,none
Clay,9787,48077,03-18-2020,3,0.0,none
Clay,9787,48077,03-19-2020,4,0.0,none
Clay,9787,48077,03-20-2020,5,0.0,none
Clay,9787,48077,03-21-2020,6,0.0,none
Clay,9787,48077,03-22-2020,7,0.0,none
Clay,9787,48077,03-23-2020,1,0.0,none
Clay,9787,48077,03-24-2020,2,0.0,none
Clay,9787,48077,03-25-2020,3,0.0,none
Clay,9787,48077,03-26-2020,4,0.0,none
Clay,9787,48077,03-27-2020,5,0.0,none
Clay,9787,48077,03-28-2020,6,0.0,none
Clay,9787,48077,03-29-2020,7,0.0,none
Clay,9787,48077,03-30-2020,1,0.0,none
Clay,9787,48077,03-31-2020,2,0.0,none
Clay,9787,48077,04-01-2020,3,1.4596622341590155,>0
Clay,9787,48077,04-02-2020,4,1.4596622341590155,>0
Clay,9787,48077,04-03-2020,5,1.4596622341590155,>0
Clay,9787,48077,04-04-2020,6,1.4596622341590155,>0
Clay,9787,48077,04-05-2020,7,1.4596622341590155,>0
Clay,9787,48077,04-06-2020,1,1.4596622341590155,>0
Clay,9787,48077,04-07-2020,2,1.4596622341590155,>0
Clay,9787,48077,04-08-2020,3,0.0,none
Clay,9787,48077,04-09-2020,4,0.0,none
Clay,9787,48077,04-10-2020,5,0.0,none
Clay,9787,48077,04-11-2020,6,1.4596622341590155,>0
Clay,9787,48077,04-12-2020,7,1.4596622341590155,>0
Clay,9787,48077,04-13-2020,1,1.4596622341590155,>0
Clay,9787,48077,04-14-2020,2,1.4596622341590155,>0
Clay,9787,48077,04-15-2020,3,2.919324468318031,>0
Clay,9787,48077,04-16-2020,4,2.919324468318031,>0
Clay,9787,48077,04-17-2020,5,2.919324468318031,>0
Clay,9787,48077,04-18-2020,6,1.4596622341590155,>0
Clay,9787,48077,04-19-2020,7,1.4596622341590155,>0
Clay,9787,48077,04-20-2020,1,1.4596622341590155,>0
Clay,9787,48077,04-21-2020,2,1.4596622341590155,>0
Clay,9787,48077,04-22-2020,3,0.0,none
Clay,9787,48077,04-23-2020,4,0.0,none
Clay,9787,48077,04-24-2020,5,0.0,none
Clay,9787,48077,04-25-2020,6,0.0,none
Clay,9787,48077,04-26-2020,7,0.0,none
Clay,9787,48077,04-27-2020,1,0.0,none
Clay,9787,48077,04-28-2020,2,0.0,none
Clay,9787,48077,04-29-2020,3,0.0,none
Clay,9787,48077,04-30-2020,4,0.0,none
Clay,9787,48077,05-01-2020,5,0.0,none
Clay,9787,48077,05-02-2020,6,0.0,none
Clay,9787,48077,05-03-2020,7,0.0,none
Clay,9787,48077,05-04-2020,1,0.0,none
Clay,9787,48077,05-05-2020,2,0.0,none
Clay,9787,48077,05-06-2020,3,0.0,none
Clay,9787,48077,05-07-2020,4,0.0,none
Clay,9787,48077,05-08-2020,5,0.0,none
Clay,9787,48077,05-09-2020,6,0.0,none
Clay,9787,48077,05-10-2020,7,0.0,none
Clay,9787,48077,05-11-2020,1,0.0,none
Clay,9787,48077,05-12-2020,2,0.0,none
Clay,9787,48077,05-13-2020,3,0.0,none
Clay,9787,48077,05-14-2020,4,0.0,none
Clay,9787,48077,05-15-2020,5,0.0,none
Clay,9787,48077,05-16-2020,6,0.0,none
Clay,9787,48077,05-17-2020,7,0.0,none
Clay,9787,48077,05-18-2020,1,0.0,none
Clay,9787,48077,05-19-2020,2,0.0,none
Clay,9787,48077,05-20-2020,3,0.0,none
Clay,9787,48077,05-21-2020,4,0.0,none
Clay,9787,48077,05-22-2020,5,0.0,none
Clay,9787,48077,05-23-2020,6,0.0,none
Clay,9787,48077,05-24-2020,7,0.0,none
Clay,9787,48077,05-25-2020,1,0.0,none
Clay,9787,48077,05-26-2020,2,0.0,none
Clay,9787,48077,05-27-2020,3,0.0,none
Clay,9787,48077,05-28-2020,4,0.0,none
Clay,9787,48077,05-29-2020,5,0.0,none
Clay,9787,48077,05-30-2020,6,0.0,none
Clay,9787,48077,05-31-2020,7,0.0,none
Clay,9787,48077,06-01-2020,1,0.0,none
Clay,9787,48077,06-02-2020,2,1.4596622341590155,>0
Clay,9787,48077,06-03-2020,3,1.4596622341590155,>0
Clay,9787,48077,06-04-2020,4,2.919324468318031,>0
Clay,9787,48077,06-05-2020,5,2.919324468318031,>0
Clay,9787,48077,06-06-2020,6,2.919324468318031,>0
Clay,9787,48077,06-07-2020,7,2.919324468318031,>0
Clay,9787,48077,06-08-2020,1,2.919324468318031,>0
Clay,9787,48077,06-09-2020,2,1.4596622341590155,>0
Clay,9787,48077,06-10-2020,3,1.4596622341590155,>0
Clay,9787,48077,06-11-2020,4,0.0,none
Clay,9787,48077,06-12-2020,5,0.0,none
Clay,9787,48077,06-13-2020,6,0.0,none
Clay,9787,48077,06-14-2020,7,0.0,none
Clay,9787,48077,06-15-2020,1,0.0,none
Clay,9787,48077,06-16-2020,2,0.0,none
Clay,9787,48077,06-17-2020,3,0.0,none
Clay,9787,48077,06-18-2020,4,0.0,none
Clay,9787,48077,06-19-2020,5,0.0,none
Clay,9787,48077,06-20-2020,6,0.0,none
Clay,9787,48077,06-21-2020,7,0.0,none
Clay,9787,48077,06-22-2020,1,0.0,none
Clay,9787,48077,06-23-2020,2,0.0,none
Clay,9787,48077,06-24-2020,3,0.0,none
Clay,9787,48077,06-25-2020,4,0.0,none
Clay,9787,48077,06-26-2020,5,0.0,none
Clay,9787,48077,06-27-2020,6,1.4596622341590155,>0
Clay,9787,48077,06-28-2020,7,1.4596622341590155,>0
Clay,9787,48077,06-29-2020,1,1.4596622341590155,>0
Clay,9787,48077,06-30-2020,2,2.919324468318031,>0
Clay,9787,48077,07-01-2020,3,4.378986702477047,>0
Clay,9787,48077,07-02-2020,4,4.378986702477047,>0
Clay,9787,48077,07-03-2020,5,5.838648936636062,>5
Clay,9787,48077,07-04-2020,6,4.378986702477047,>0
Clay,9787,48077,07-05-2020,7,4.378986702477047,>0
Clay,9787,48077,07-06-2020,1,4.378986702477047,>0
Clay,9787,48077,07-07-2020,2,2.919324468318031,>0
Clay,9787,48077,07-08-2020,3,7.2983111707950785,>5
Clay,9787,48077,07-09-2020,4,7.2983111707950785,>5
Clay,9787,48077,07-10-2020,5,7.2983111707950785,>5
Clay,9787,48077,07-11-2020,6,10.217635639113109,>10
Clay,9787,48077,07-12-2020,7,10.217635639113109,>10
Clay,9787,48077,07-13-2020,1,10.217635639113109,>10
Clay,9787,48077,07-14-2020,2,14.596622341590157,>10
Clay,9787,48077,07-15-2020,3,8.757973404954093,>5
Clay,9787,48077,07-16-2020,4,8.757973404954093,>5
Clay,9787,48077,07-17-2020,5,8.757973404954093,>5
Clay,9787,48077,07-18-2020,6,4.378986702477047,>0
Clay,9787,48077,07-19-2020,7,4.378986702477047,>0
Clay,9787,48077,07-20-2020,1,4.378986702477047,>0
Clay,9787,48077,07-21-2020,2,0.0,none
Clay,9787,48077,07-22-2020,3,1.4596622341590155,>0
Clay,9787,48077,07-23-2020,4,2.919324468318031,>0
Clay,9787,48077,07-24-2020,5,5.838648936636062,>5
Clay,9787,48077,07-25-2020,6,8.757973404954093,>5
Clay,9787,48077,07-26-2020,7,8.757973404954093,>5
Clay,9787,48077,07-27-2020,1,8.757973404954093,>5
Clay,9787,48077,07-28-2020,2,10.217635639113109,>10
Clay,9787,48077,07-29-2020,3,17.515946809908186,>15
Clay,9787,48077,07-30-2020,4,16.05628457574917,>15
Clay,9787,48077,07-31-2020,5,13.136960107431142,>10
Clay,9787,48077,08-01-2020,6,13.136960107431142,>10
Clay,9787,48077,08-02-2020,7,13.136960107431142,>10
Clay,9787,48077,08-03-2020,1,13.136960107431142,>10
Clay,9787,48077,08-04-2020,2,13.136960107431142,>10
Clay,9787,48077,08-05-2020,3,5.838648936636062,>5
Clay,9787,48077,08-06-2020,4,8.757973404954093,>5
Clay,9787,48077,08-07-2020,5,10.217635639113109,>10
Clay,9787,48077,08-08-2020,6,8.757973404954093,>5
Clay,9787,48077,08-09-2020,7,8.757973404954093,>5
Clay,9787,48077,08-10-2020,1,8.757973404954093,>5
Clay,9787,48077,08-11-2020,2,11.677297873272124,>10
Clay,9787,48077,08-12-2020,3,10.217635639113109,>10
Clay,9787,48077,08-13-2020,4,10.217635639113109,>10
Clay,9787,48077,08-14-2020,5,7.2983111707950785,>5
Clay,9787,48077,08-15-2020,6,10.217635639113109,>10
Clay,9787,48077,08-16-2020,7,10.217635639113109,>10
Clay,9787,48077,08-17-2020,1,10.217635639113109,>10
Clay,9787,48077,08-18-2020,2,5.838648936636062,>5
Clay,9787,48077,08-19-2020,3,10.217635639113109,>10
Clay,9787,48077,08-20-2020,4,8.757973404954093,>5
Clay,9787,48077,08-21-2020,5,20.435271278226217,>15
Clay,9787,48077,08-22-2020,6,17.515946809908186,>15
Clay,9787,48077,08-23-2020,7,17.515946809908186,>15
Clay,9787,48077,08-24-2020,1,17.515946809908186,>15
Clay,9787,48077,08-25-2020,2,18.975609044067205,>15
Clay,9787,48077,08-26-2020,3,16.05628457574917,>15
Clay,9787,48077,08-27-2020,4,16.05628457574917,>15
Clay,9787,48077,08-28-2020,5,5.838648936636062,>5
Clay,9787,48077,08-29-2020,6,5.838648936636062,>5
Clay,9787,48077,08-30-2020,7,5.838648936636062,>5
Clay,9787,48077,08-31-2020,1,5.838648936636062,>5
Clay,9787,48077,09-01-2020,2,10.217635639113109,>10
Clay,9787,48077,09-02-2020,3,11.677297873272124,>10
Clay,9787,48077,09-03-2020,4,10.217635639113109,>10
Clay,9787,48077,09-04-2020,5,10.217635639113109,>10
Clay,9787,48077,09-05-2020,6,11.677297873272124,>10
Clay,9787,48077,09-06-2020,7,11.677297873272124,>10
Clay,9787,48077,09-07-2020,1,11.677297873272124,>10
Clay,9787,48077,09-08-2020,2,5.838648936636062,>5
Clay,9787,48077,09-09-2020,3,2.919324468318031,>0
Clay,9787,48077,09-10-2020,4,4.378986702477047,>0
Clay,9787,48077,09-11-2020,5,2.919324468318031,>0
Clay,9787,48077,09-12-2020,6,1.4596622341590155,>0
Clay,9787,48077,09-13-2020,7,1.4596622341590155,>0
Clay,9787,48077,09-14-2020,1,1.4596622341590155,>0
Clay,9787,48077,09-15-2020,2,2.919324468318031,>0
Clay,9787,48077,09-16-2020,3,2.919324468318031,>0
Clay,9787,48077,09-17-2020,4,4.378986702477047,>0
Clay,9787,48077,09-18-2020,5,5.838648936636062,>5
Clay,9787,48077,09-19-2020,6,5.838648936636062,>5
Clay,9787,48077,09-20-2020,7,5.838648936636062,>5
Clay,9787,48077,09-21-2020,1,5.838648936636062,>5
Clay,9787,48077,09-22-2020,2,10.217635639113109,>10
Clay,9787,48077,09-23-2020,3,16.05628457574917,>15
Clay,9787,48077,09-24-2020,4,16.05628457574917,>15
Clay,9787,48077,09-25-2020,5,11.677297873272124,>10
Clay,9787,48077,09-26-2020,6,20.435271278226217,>15
Clay,9787,48077,09-27-2020,7,20.435271278226217,>15
Clay,9787,48077,09-28-2020,1,20.435271278226217,>15
Clay,9787,48077,09-29-2020,2,-1.4596622341590155,negative
Clay,9787,48077,09-30-2020,3,-7.2983111707950785,negative
Clay,9787,48077,10-01-2020,4,-10.217635639113109,negative
Clay,9787,48077,10-02-2020,5,-7.2983111707950785,negative
Clay,9787,48077,10-03-2020,6,-13.136960107431142,negative
Clay,9787,48077,10-04-2020,7,-13.136960107431142,negative
Clay,9787,48077,10-05-2020,1,-13.136960107431142,negative
Clay,9787,48077,10-06-2020,2,5.838648936636062,>5
Clay,9787,48077,10-07-2020,3,5.838648936636062,>5
Clay,9787,48077,10-08-2020,4,10.217635639113109,>10
Clay,9787,48077,10-09-2020,5,11.677297873272124,>10
Clay,9787,48077,10-10-2020,6,8.757973404954093,>5
Clay,9787,48077,10-11-2020,7,8.757973404954093,>5
Clay,9787,48077,10-12-2020,1,8.757973404954093,>5
Clay,9787,48077,10-13-2020,2,5.838648936636062,>5
Clay,9787,48077,10-14-2020,3,8.757973404954093,>5
Clay,9787,48077,10-15-2020,4,5.838648936636062,>5
Clay,9787,48077,10-16-2020,5,5.838648936636062,>5
Clay,9787,48077,10-17-2020,6,14.596622341590157,>10
Clay,9787,48077,10-18-2020,7,14.596622341590157,>10
Clay,9787,48077,10-19-2020,1,14.596622341590157,>10
Clay,9787,48077,10-20-2020,2,14.596622341590157,>10
Clay,9787,48077,10-21-2020,3,20.435271278226217,>15
Clay,9787,48077,10-22-2020,4,18.975609044067205,>15
Clay,9787,48077,10-23-2020,5,21.894933512385233,>21
Clay,9787,48077,10-24-2020,6,14.596622341590157,>10
Clay,9787,48077,10-25-2020,7,14.596622341590157,>10
Clay,9787,48077,10-26-2020,1,14.596622341590157,>10
Clay,9787,48077,10-27-2020,2,18.975609044067205,>15
Clay,9787,48077,10-28-2020,3,20.435271278226217,>15
Clay,9787,48077,10-29-2020,4,32.11256915149834,>28
Clay,9787,48077,10-30-2020,5,33.57223138565736,>28
Clay,9787,48077,10-31-2020,6,37.95121808813441,>28
Clay,9787,48077,11-01-2020,7,37.95121808813441,>28
Clay,9787,48077,11-02-2020,1,37.95121808813441,>28
Clay,9787,48077,11-03-2020,2,35.03189361981637,>28
Clay,9787,48077,11-04-2020,3,24.814257980703264,>21
Clay,9787,48077,11-05-2020,4,18.975609044067205,>15
Clay,9787,48077,11-06-2020,5,13.136960107431142,>10
Clay,9787,48077,11-07-2020,6,7.2983111707950785,>5
Clay,9787,48077,11-08-2020,7,7.2983111707950785,>5
Clay,9787,48077,11-09-2020,1,7.2983111707950785,>5
Clay,9787,48077,11-10-2020,2,14.596622341590157,>10
Clay,9787,48077,11-11-2020,3,36.49155585397539,>28
Clay,9787,48077,11-12-2020,4,30.65290691733933,>28
Clay,9787,48077,11-13-2020,5,46.7091914930885,>40
Clay,9787,48077,11-14-2020,6,68.60412500547373,>40
Clay,9787,48077,11-15-2020,7,68.60412500547373,>40
Clay,9787,48077,11-16-2020,1,68.60412500547373,>40
Clay,9787,48077,11-17-2020,2,80.28142287874586,>40
Clay,9787,48077,11-18-2020,3,71.52344947379177,>40
Clay,9787,48077,11-19-2020,4,99.25703192281306,>40
Clay,9787,48077,11-20-2020,5,100.71669415697208,>40
Clay,9787,48077,11-21-2020,6,86.12007181538192,>40
Clay,9787,48077,11-22-2020,7,86.12007181538192,>40
Clay,9787,48077,11-23-2020,1,86.12007181538192,>40
Clay,9787,48077,11-24-2020,2,113.85365426440322,>40
Clay,9787,48077,11-25-2020,3,118.23264096688027,>40
Clay,9787,48077,11-26-2020,4,113.85365426440322,>40
Clay,9787,48077,11-27-2020,5,96.33770745449503,>40
Clay,9787,48077,11-28-2020,6,89.03939628369994,>40
Clay,9787,48077,11-29-2020,7,106.55534309360814,>40
Clay,9787,48077,11-30-2020,1,106.55534309360814,>40
Clay,9787,48077,12-01-2020,2,58.38648936636063,>40
Clay,9787,48077,12-02-2020,3,89.03939628369994,>40
Clay,9787,48077,12-03-2020,4,109.47466756192617,>40
Clay,9787,48077,12-04-2020,5,126.99061437183437,>40
Clay,9787,48077,12-05-2020,6,148.8855478842196,>40
Clay,9787,48077,12-06-2020,7,131.36960107431142,>40
Clay,9787,48077,12-07-2020,1,131.36960107431142,>40
Clay,9787,48077,12-08-2020,2,159.1031835233327,>40
Clay,9787,48077,12-09-2020,3,119.69230320103928,>40
Clay,9787,48077,12-10-2020,4,87.57973404954093,>40
Clay,9787,48077,12-11-2020,5,84.66040958122291,>40
Clay,9787,48077,12-12-2020,6,71.52344947379177,>40
Clay,9787,48077,12-13-2020,7,71.52344947379177,>40
Clay,9787,48077,12-14-2020,1,71.52344947379177,>40
Clay,9787,48077,12-15-2020,2,110.9343297960852,>40
Clay,9787,48077,12-16-2020,3,112.3939920302442,>40
Clay,9787,48077,12-17-2020,4,115.31331649856224,>40
Clay,9787,48077,12-18-2020,5,116.77297873272126,>40
Clay,9787,48077,12-19-2020,6,122.61162766935732,>40
Clay,9787,48077,12-20-2020,7,122.61162766935732,>40
Clay,9787,48077,12-21-2020,1,122.61162766935732,>40
Clay,9787,48077,12-22-2020,2,116.77297873272126,>40
Clay,9787,48077,12-23-2020,3,121.1519654351983,>40
Clay,9787,48077,12-24-2020,4,118.23264096688027,>40
Clay,9787,48077,12-25-2020,5,102.1763563911311,>40
Clay,9787,48077,12-26-2020,6,87.57973404954093,>40
Clay,9787,48077,12-27-2020,7,125.53095213767536,>40
Clay,9787,48077,12-28-2020,1,125.53095213767536,>40
Clay,9787,48077,12-29-2020,2,102.1763563911311,>40
Clay,9787,48077,12-30-2020,3,99.25703192281306,>40
Clay,9787,48077,12-31-2020,4,99.25703192281306,>40
Clay,9787,48077,01-01-2021,5,103.6360186252901,>40
Clay,9787,48077,01-02-2021,6,103.6360186252901,>40
Clay,9787,48077,01-03-2021,7,65.68480053715571,>40
Clay,9787,48077,01-04-2021,1,65.68480053715571,>40
Clay,9787,48077,01-05-2021,2,96.33770745449503,>40
Clay,9787,48077,01-06-2021,3,106.55534309360814,>40
Clay,9787,48077,01-07-2021,4,124.07128990351632,>40
Clay,9787,48077,01-08-2021,5,131.36960107431142,>40
Clay,9787,48077,01-09-2021,6,145.96622341590157,>40
Clay,9787,48077,01-10-2021,7,145.96622341590157,>40
Clay,9787,48077,01-11-2021,1,145.96622341590157,>40
Clay,9787,48077,01-12-2021,2,118.23264096688027,>40
Clay,9787,48077,01-13-2021,3,108.01500532776716,>40
Clay,9787,48077,01-14-2021,4,83.20074734706388,>40
Clay,9787,48077,01-15-2021,5,78.82176064458685,>40
Clay,9787,48077,01-16-2021,6,70.06378723963275,>40
Clay,9787,48077,01-17-2021,7,70.06378723963275,>40
Clay,9787,48077,01-18-2021,1,70.06378723963275,>40
Clay,9787,48077,01-19-2021,2,29.193244683180314,>28
Clay,9787,48077,01-20-2021,3,61.30581383467866,>40
Caldwell,44284,48055,03-16-2020,1,0.0,none
Caldwell,44284,48055,03-17-2020,2,0.0,none
Caldwell,44284,48055,03-18-2020,3,0.0,none
Caldwell,44284,48055,03-19-2020,4,0.0,none
Caldwell,44284,48055,03-20-2020,5,0.0,none
Caldwell,44284,48055,03-21-2020,6,0.0,none
Caldwell,44284,48055,03-22-2020,7,0.0,none
Caldwell,44284,48055,03-23-2020,1,0.0,none
Caldwell,44284,48055,03-24-2020,2,0.0,none
Caldwell,44284,48055,03-25-2020,3,0.0,none
Caldwell,44284,48055,03-26-2020,4,0.0,none
Caldwell,44284,48055,03-27-2020,5,0.0,none
Caldwell,44284,48055,03-28-2020,6,0.32259313263739237,>0
Caldwell,44284,48055,03-29-2020,7,0.32259313263739237,>0
Caldwell,44284,48055,03-30-2020,1,0.32259313263739237,>0
Caldwell,44284,48055,03-31-2020,2,0.32259313263739237,>0
Caldwell,44284,48055,04-01-2020,3,0.32259313263739237,>0
Caldwell,44284,48055,04-02-2020,4,0.32259313263739237,>0
Caldwell,44284,48055,04-03-2020,5,0.6451862652747847,>0
Caldwell,44284,48055,04-04-2020,6,0.6451862652747847,>0
Caldwell,44284,48055,04-05-2020,7,0.6451862652747847,>0
Caldwell,44284,48055,04-06-2020,1,0.9677793979121772,>0
Caldwell,44284,48055,04-07-2020,2,1.2903725305495695,>0
Caldwell,44284,48055,04-08-2020,3,1.2903725305495695,>0
Caldwell,44284,48055,04-09-2020,4,1.2903725305495695,>0
Caldwell,44284,48055,04-10-2020,5,1.2903725305495695,>0
Caldwell,44284,48055,04-11-2020,6,0.9677793979121772,>0
Caldwell,44284,48055,04-12-2020,7,0.9677793979121772,>0
Caldwell,44284,48055,04-13-2020,1,0.6451862652747847,>0
Caldwell,44284,48055,04-14-2020,2,0.32259313263739237,>0
Caldwell,44284,48055,04-15-2020,3,0.32259313263739237,>0
Caldwell,44284,48055,04-16-2020,4,0.6451862652747847,>0
Caldwell,44284,48055,04-17-2020,5,0.32259313263739237,>0
Caldwell,44284,48055,04-18-2020,6,0.32259313263739237,>0
Caldwell,44284,48055,04-19-2020,7,0.32259313263739237,>0
Caldwell,44284,48055,04-20-2020,1,0.6451862652747847,>0
Caldwell,44284,48055,04-21-2020,2,0.9677793979121772,>0
Caldwell,44284,48055,04-22-2020,3,0.6451862652747847,>0
Caldwell,44284,48055,04-23-2020,4,0.9677793979121772,>0
Caldwell,44284,48055,04-24-2020,5,0.9677793979121772,>0
Caldwell,44284,48055,04-25-2020,6,0.9677793979121772,>0
Caldwell,44284,48055,04-26-2020,7,1.2903725305495695,>0
Caldwell,44284,48055,04-27-2020,1,0.9677793979121772,>0
Caldwell,44284,48055,04-28-2020,2,0.6451862652747847,>0
Caldwell,44284,48055,04-29-2020,3,0.9677793979121772,>0
Caldwell,44284,48055,04-30-2020,4,1.2903725305495695,>0
Caldwell,44284,48055,05-01-2020,5,1.2903725305495695,>0
Caldwell,44284,48055,05-02-2020,6,3.225931326373924,>0
Caldwell,44284,48055,05-03-2020,7,2.903338193736532,>0
Caldwell,44284,48055,05-04-2020,1,3.225931326373924,>0
Caldwell,44284,48055,05-05-2020,2,3.8711175916487086,>0
Caldwell,44284,48055,05-06-2020,3,4.193710724286102,>0
Caldwell,44284,48055,05-07-2020,4,3.5485244590113165,>0
Caldwell,44284,48055,05-08-2020,5,3.5485244590113165,>0
Caldwell,44284,48055,05-09-2020,6,1.9355587958243543,>0
Caldwell,44284,48055,05-10-2020,7,2.258151928461747,>0
Caldwell,44284,48055,05-11-2020,1,2.903338193736532,>0
Caldwell,44284,48055,05-12-2020,2,2.580745061099139,>0
Caldwell,44284,48055,05-13-2020,3,2.903338193736532,>0
Caldwell,44284,48055,05-14-2020,4,2.580745061099139,>0
Caldwell,44284,48055,05-15-2020,5,3.225931326373924,>0
Caldwell,44284,48055,05-16-2020,6,3.225931326373924,>0
Caldwell,44284,48055,05-17-2020,7,2.903338193736532,>0
Caldwell,44284,48055,05-18-2020,1,1.9355587958243543,>0
Caldwell,44284,48055,05-19-2020,2,2.580745061099139,>0
Caldwell,44284,48055,05-20-2020,3,1.9355587958243543,>0
Caldwell,44284,48055,05-21-2020,4,2.580745061099139,>0
Caldwell,44284,48055,05-22-2020,5,4.516303856923494,>0
Caldwell,44284,48055,05-23-2020,6,4.516303856923494,>0
Caldwell,44284,48055,05-24-2020,7,4.516303856923494,>0
Caldwell,44284,48055,05-25-2020,1,4.516303856923494,>0
Caldwell,44284,48055,05-26-2020,2,3.8711175916487086,>0
Caldwell,44284,48055,05-27-2020,3,4.193710724286102,>0
Caldwell,44284,48055,05-28-2020,4,5.161490122198278,>5
Caldwell,44284,48055,05-29-2020,5,4.516303856923494,>0
Caldwell,44284,48055,05-30-2020,6,4.516303856923494,>0
Caldwell,44284,48055,05-31-2020,7,4.838896989560886,>0
Caldwell,44284,48055,06-01-2020,1,5.161490122198278,>5
Caldwell,44284,48055,06-02-2020,2,5.161490122198278,>5
Caldwell,44284,48055,06-03-2020,3,6.774455785385241,>5
Caldwell,44284,48055,06-04-2020,4,5.161490122198278,>5
Caldwell,44284,48055,06-05-2020,5,3.5485244590113165,>0
Caldwell,44284,48055,06-06-2020,6,3.8711175916487086,>0
Caldwell,44284,48055,06-07-2020,7,3.8711175916487086,>0
Caldwell,44284,48055,06-08-2020,1,3.5485244590113165,>0
Caldwell,44284,48055,06-09-2020,2,3.8711175916487086,>0
Caldwell,44284,48055,06-10-2020,3,2.580745061099139,>0
Caldwell,44284,48055,06-11-2020,4,3.8711175916487086,>0
Caldwell,44284,48055,06-12-2020,5,4.193710724286102,>0
Caldwell,44284,48055,06-13-2020,6,6.129269520110456,>5
Caldwell,44284,48055,06-14-2020,7,22.581519284617467,>21
Caldwell,44284,48055,06-15-2020,1,22.581519284617467,>21
Caldwell,44284,48055,06-16-2020,2,25.162264345716608,>21
Caldwell,44284,48055,06-17-2020,3,28.710788804727922,>28
Caldwell,44284,48055,06-18-2020,4,33.8722789269262,>28
Caldwell,44284,48055,06-19-2020,5,35.48524459011316,>28
Caldwell,44284,48055,06-20-2020,6,36.45302398802534,>28
Caldwell,44284,48055,06-21-2020,7,22.258926151980077,>21
Caldwell,44284,48055,06-22-2020,1,25.484857478354,>21
Caldwell,44284,48055,06-23-2020,2,38.065989651212305,>28
Caldwell,44284,48055,06-24-2020,3,37.420803385937525,>28
Caldwell,44284,48055,06-25-2020,4,30.96894073318967,>28
Caldwell,44284,48055,06-26-2020,5,32.259313263739244,>28
Caldwell,44284,48055,06-27-2020,6,30.64634760055228,>28
Caldwell,44284,48055,06-28-2020,7,29.35597507000271,>28
Caldwell,44284,48055,06-29-2020,1,34.19487205956359,>28
Caldwell,44284,48055,06-30-2020,2,19.678181090880933,>15
Caldwell,44284,48055,07-01-2020,3,19.355587958243543,>15
Caldwell,44284,48055,07-02-2020,4,29.35597507000271,>28
Caldwell,44284,48055,07-03-2020,5,27.743009406815748,>21
Caldwell,44284,48055,07-04-2020,6,43.22747977341058,>40
Caldwell,44284,48055,07-05-2020,7,41.93710724286102,>40
Caldwell,44284,48055,07-06-2020,1,37.74339651857491,>28
Caldwell,44284,48055,07-07-2020,2,36.45302398802534,>28
