Counties,Populations,FIPS,Dates,Weeks,Values,Grades
Caldwell,44284,48055,07-08-2020,3,62.26047459901674,>40
Caldwell,44284,48055,07-09-2020,4,65.48640592539066,>40
Caldwell,44284,48055,07-10-2020,5,71.29308231286373,>40
Caldwell,44284,48055,07-11-2020,6,67.09937158857763,>40
Caldwell,44284,48055,07-12-2020,7,69.35752351703937,>40
Caldwell,44284,48055,07-13-2020,1,70.32530291495155,>40
Caldwell,44284,48055,07-14-2020,2,84.19680761835941,>40
Caldwell,44284,48055,07-15-2020,3,67.7445578538524,>40
Caldwell,44284,48055,07-16-2020,4,61.93788146637934,>40
Caldwell,44284,48055,07-17-2020,5,69.68011664967676,>40
Caldwell,44284,48055,07-18-2020,6,56.45379821154367,>40
Caldwell,44284,48055,07-19-2020,7,59.03454327264281,>40
Caldwell,44284,48055,07-20-2020,1,56.13120507890628,>40
Caldwell,44284,48055,07-21-2020,2,51.614901221982784,>40
Caldwell,44284,48055,07-22-2020,3,50.00193555879582,>40
Caldwell,44284,48055,07-23-2020,4,54.518239415719314,>40
Caldwell,44284,48055,07-24-2020,5,46.776004232421904,>40
Caldwell,44284,48055,07-25-2020,6,55.80861194626889,>40
Caldwell,44284,48055,07-26-2020,7,52.26008748725757,>40
Caldwell,44284,48055,07-27-2020,1,50.969714956708,>40
Caldwell,44284,48055,07-28-2020,2,55.80861194626889,>40
Caldwell,44284,48055,07-29-2020,3,48.066376762971466,>40
Caldwell,44284,48055,07-30-2020,4,37.098210253300124,>28
Caldwell,44284,48055,07-31-2020,5,31.936720131101847,>28
Caldwell,44284,48055,08-01-2020,6,24.839671213079214,>21
Caldwell,44284,48055,08-02-2020,7,23.871891815167036,>21
Caldwell,44284,48055,08-03-2020,1,23.226705549892255,>21
Caldwell,44284,48055,08-04-2020,2,11.935945907583518,>10
Caldwell,44284,48055,08-05-2020,3,13.871504703407874,>10
Caldwell,44284,48055,08-06-2020,4,20.00077422351833,>15
Caldwell,44284,48055,08-07-2020,5,18.710401692968762,>15
Caldwell,44284,48055,08-08-2020,6,21.2911467540679,>21
Caldwell,44284,48055,08-09-2020,7,23.871891815167036,>21
Caldwell,44284,48055,08-10-2020,1,25.162264345716608,>21
Caldwell,44284,48055,08-11-2020,2,25.162264345716608,>21
Caldwell,44284,48055,08-12-2020,3,21.61373988670529,>21
Caldwell,44284,48055,08-13-2020,4,17.097436029781797,>15
Caldwell,44284,48055,08-14-2020,5,15.807063499232228,>15
Caldwell,44284,48055,08-15-2020,6,12.581132172858304,>10
Caldwell,44284,48055,08-16-2020,7,10.968166509671342,>10
Caldwell,44284,48055,08-17-2020,1,10.968166509671342,>10
Caldwell,44284,48055,08-18-2020,2,10.000387111759165,>10
Caldwell,44284,48055,08-19-2020,3,10.322980244396556,>10
Caldwell,44284,48055,08-20-2020,4,7.742235183297417,>5
Caldwell,44284,48055,08-21-2020,5,8.710014581209595,>5
Caldwell,44284,48055,08-22-2020,6,10.64557337703395,>10
Caldwell,44284,48055,08-23-2020,7,10.000387111759165,>10
Caldwell,44284,48055,08-24-2020,1,8.710014581209595,>5
Caldwell,44284,48055,08-25-2020,2,9.032607713846987,>5
Caldwell,44284,48055,08-26-2020,3,10.000387111759165,>10
Caldwell,44284,48055,08-27-2020,4,11.290759642308734,>10
Caldwell,44284,48055,08-28-2020,5,10.968166509671342,>10
Caldwell,44284,48055,08-29-2020,6,7.742235183297417,>5
Caldwell,44284,48055,08-30-2020,7,4.838896989560886,>0
Caldwell,44284,48055,08-31-2020,1,6.129269520110456,>5
Caldwell,44284,48055,09-01-2020,2,6.129269520110456,>5
Caldwell,44284,48055,09-02-2020,3,7.097048918022633,>5
Caldwell,44284,48055,09-03-2020,4,8.064828315934811,>5
Caldwell,44284,48055,09-04-2020,5,15.807063499232228,>15
Caldwell,44284,48055,09-05-2020,6,40.64673471231144,>40
Caldwell,44284,48055,09-06-2020,7,42.90488664077319,>40
Caldwell,44284,48055,09-07-2020,1,41.61451411022362,>40
Caldwell,44284,48055,09-08-2020,2,39.35636218176187,>28
Caldwell,44284,48055,09-09-2020,3,42.90488664077319,>40
Caldwell,44284,48055,09-10-2020,4,41.61451411022362,>40
Caldwell,44284,48055,09-11-2020,5,36.13043085538795,>28
Caldwell,44284,48055,09-12-2020,6,17.097436029781797,>15
Caldwell,44284,48055,09-13-2020,7,17.42002916241919,>15
Caldwell,44284,48055,09-14-2020,1,17.42002916241919,>15
Caldwell,44284,48055,09-15-2020,2,22.258926151980077,>21
Caldwell,44284,48055,09-16-2020,3,19.355587958243543,>15
Caldwell,44284,48055,09-17-2020,4,23.871891815167036,>21
Caldwell,44284,48055,09-18-2020,5,26.130043743628786,>21
Caldwell,44284,48055,09-19-2020,6,24.839671213079214,>21
Caldwell,44284,48055,09-20-2020,7,24.517078080441824,>21
Caldwell,44284,48055,09-21-2020,1,24.517078080441824,>21
Caldwell,44284,48055,09-22-2020,2,22.581519284617467,>21
Caldwell,44284,48055,09-23-2020,3,22.581519284617467,>21
Caldwell,44284,48055,09-24-2020,4,20.96855362143051,>15
Caldwell,44284,48055,09-25-2020,5,16.129656631869622,>15
Caldwell,44284,48055,09-26-2020,6,11.290759642308734,>10
Caldwell,44284,48055,09-27-2020,7,11.290759642308734,>10
Caldwell,44284,48055,09-28-2020,1,11.290759642308734,>10
Caldwell,44284,48055,09-29-2020,2,9.677793979121772,>5
Caldwell,44284,48055,09-30-2020,3,9.677793979121772,>5
Caldwell,44284,48055,10-01-2020,4,8.710014581209595,>5
Caldwell,44284,48055,10-02-2020,5,24.517078080441824,>21
Caldwell,44284,48055,10-03-2020,6,33.8722789269262,>28
Caldwell,44284,48055,10-04-2020,7,34.19487205956359,>28
Caldwell,44284,48055,10-05-2020,1,34.19487205956359,>28
Caldwell,44284,48055,10-06-2020,2,34.19487205956359,>28
Caldwell,44284,48055,10-07-2020,3,41.29192097758622,>40
Caldwell,44284,48055,10-08-2020,4,29.35597507000271,>28
Caldwell,44284,48055,10-09-2020,5,14.83928410132005,>10
Caldwell,44284,48055,10-10-2020,6,7.097048918022633,>5
Caldwell,44284,48055,10-11-2020,7,6.774455785385241,>5
Caldwell,44284,48055,10-12-2020,1,6.774455785385241,>5
Caldwell,44284,48055,10-13-2020,2,9.032607713846987,>5
Caldwell,44284,48055,10-14-2020,3,-0.9677793979121772,negative
Caldwell,44284,48055,10-15-2020,4,10.64557337703395,>10
Caldwell,44284,48055,10-16-2020,5,11.290759642308734,>10
Caldwell,44284,48055,10-17-2020,6,8.064828315934811,>5
Caldwell,44284,48055,10-18-2020,7,8.064828315934811,>5
Caldwell,44284,48055,10-19-2020,1,8.064828315934811,>5
Caldwell,44284,48055,10-20-2020,2,6.129269520110456,>5
Caldwell,44284,48055,10-21-2020,3,2.903338193736532,>0
Caldwell,44284,48055,10-22-2020,4,3.5485244590113165,>0
Caldwell,44284,48055,10-23-2020,5,2.580745061099139,>0
Caldwell,44284,48055,10-24-2020,6,4.516303856923494,>0
Caldwell,44284,48055,10-25-2020,7,5.806676387473064,>5
Caldwell,44284,48055,10-26-2020,1,5.806676387473064,>5
Caldwell,44284,48055,10-27-2020,2,6.451862652747848,>5
Caldwell,44284,48055,10-28-2020,3,8.064828315934811,>5
Caldwell,44284,48055,10-29-2020,4,6.451862652747848,>5
Caldwell,44284,48055,10-30-2020,5,10.322980244396556,>10
Caldwell,44284,48055,10-31-2020,6,11.935945907583518,>10
Caldwell,44284,48055,11-01-2020,7,10.64557337703395,>10
Caldwell,44284,48055,11-02-2020,1,10.64557337703395,>10
Caldwell,44284,48055,11-03-2020,2,9.355200846484381,>5
Caldwell,44284,48055,11-04-2020,3,13.548911570770482,>10
Caldwell,44284,48055,11-05-2020,4,14.194097836045266,>10
Caldwell,44284,48055,11-06-2020,5,10.000387111759165,>10
Caldwell,44284,48055,11-07-2020,6,10.322980244396556,>10
Caldwell,44284,48055,11-08-2020,7,10.322980244396556,>10
Caldwell,44284,48055,11-09-2020,1,10.322980244396556,>10
Caldwell,44284,48055,11-10-2020,2,10.000387111759165,>10
Caldwell,44284,48055,11-11-2020,3,9.677793979121772,>5
Caldwell,44284,48055,11-12-2020,4,8.710014581209595,>5
Caldwell,44284,48055,11-13-2020,5,8.387421448572203,>5
Caldwell,44284,48055,11-14-2020,6,9.355200846484381,>5
Caldwell,44284,48055,11-15-2020,7,9.355200846484381,>5
Caldwell,44284,48055,11-16-2020,1,9.355200846484381,>5
Caldwell,44284,48055,11-17-2020,2,9.355200846484381,>5
Caldwell,44284,48055,11-18-2020,3,7.742235183297417,>5
Caldwell,44284,48055,11-19-2020,4,8.387421448572203,>5
Caldwell,44284,48055,11-20-2020,5,11.290759642308734,>10
Caldwell,44284,48055,11-21-2020,6,10.64557337703395,>10
Caldwell,44284,48055,11-22-2020,7,11.935945907583518,>10
Caldwell,44284,48055,11-23-2020,1,11.935945907583518,>10
Caldwell,44284,48055,11-24-2020,2,19.032994825606153,>15
Caldwell,44284,48055,11-25-2020,3,20.00077422351833,>15
Caldwell,44284,48055,11-26-2020,4,22.90411241725486,>21
Caldwell,44284,48055,11-27-2020,5,19.355587958243543,>15
Caldwell,44284,48055,11-28-2020,6,17.097436029781797,>15
Caldwell,44284,48055,11-29-2020,7,16.129656631869622,>15
Caldwell,44284,48055,11-30-2020,1,16.129656631869622,>15
Caldwell,44284,48055,12-01-2020,2,10.322980244396556,>10
Caldwell,44284,48055,12-02-2020,3,8.710014581209595,>5
Caldwell,44284,48055,12-03-2020,4,7.097048918022633,>5
Caldwell,44284,48055,12-04-2020,5,9.355200846484381,>5
Caldwell,44284,48055,12-05-2020,6,13.871504703407874,>10
Caldwell,44284,48055,12-06-2020,7,16.129656631869622,>15
Caldwell,44284,48055,12-07-2020,1,22.258926151980077,>21
Caldwell,44284,48055,12-08-2020,2,21.61373988670529,>21
Caldwell,44284,48055,12-09-2020,3,40.64673471231144,>40
Caldwell,44284,48055,12-10-2020,4,41.61451411022362,>40
Caldwell,44284,48055,12-11-2020,5,39.67895531439927,>28
Caldwell,44284,48055,12-12-2020,6,40.324141579674055,>40
Caldwell,44284,48055,12-13-2020,7,38.711175916487086,>28
Caldwell,44284,48055,12-14-2020,1,32.58190639637663,>28
Caldwell,44284,48055,12-15-2020,2,32.904499529014025,>28
Caldwell,44284,48055,12-16-2020,3,19.678181090880933,>15
Caldwell,44284,48055,12-17-2020,4,19.355587958243543,>15
Caldwell,44284,48055,12-18-2020,5,22.90411241725486,>21
Caldwell,44284,48055,12-19-2020,6,23.871891815167036,>21
Caldwell,44284,48055,12-20-2020,7,23.226705549892255,>21
Caldwell,44284,48055,12-21-2020,1,23.226705549892255,>21
Caldwell,44284,48055,12-22-2020,2,29.35597507000271,>28
Caldwell,44284,48055,12-23-2020,3,28.710788804727922,>28
Caldwell,44284,48055,12-24-2020,4,30.001161335277494,>28
Caldwell,44284,48055,12-25-2020,5,26.130043743628786,>21
Caldwell,44284,48055,12-26-2020,6,20.00077422351833,>15
Caldwell,44284,48055,12-27-2020,7,20.00077422351833,>15
Caldwell,44284,48055,12-28-2020,1,20.32336735615572,>15
Caldwell,44284,48055,12-29-2020,2,27.420416274178354,>21
Caldwell,44284,48055,12-30-2020,3,28.06560253945314,>28
Caldwell,44284,48055,12-31-2020,4,32.259313263739244,>28
Caldwell,44284,48055,01-01-2021,5,43.55007290604797,>40
Caldwell,44284,48055,01-02-2021,6,43.55007290604797,>40
Caldwell,44284,48055,01-03-2021,7,44.517852303960154,>40
Caldwell,44284,48055,01-04-2021,1,44.19525917132276,>40
Caldwell,44284,48055,01-05-2021,2,55.163425680994095,>40
Caldwell,44284,48055,01-06-2021,3,52.58268061989496,>40
Caldwell,44284,48055,01-07-2021,4,50.00193555879582,>40
Caldwell,44284,48055,01-08-2021,5,44.517852303960154,>40
Caldwell,44284,48055,01-09-2021,6,51.93749435462018,>40
Caldwell,44284,48055,01-10-2021,7,51.2923080893454,>40
Caldwell,44284,48055,01-11-2021,1,51.2923080893454,>40
Caldwell,44284,48055,01-12-2021,2,26.130043743628786,>21
Caldwell,44284,48055,01-13-2021,3,32.58190639637663,>28
Caldwell,44284,48055,01-14-2021,4,32.259313263739244,>28
Caldwell,44284,48055,01-15-2021,5,29.35597507000271,>28
Caldwell,44284,48055,01-16-2021,6,27.420416274178354,>21
Caldwell,44284,48055,01-17-2021,7,27.420416274178354,>21
Caldwell,44284,48055,01-18-2021,1,29.6785682026401,>28
Caldwell,44284,48055,01-19-2021,2,30.001161335277494,>28
Caldwell,44284,48055,01-20-2021,3,20.32336735615572,>15
Collingsworth,3210,48087,03-16-2020,1,0.0,none
Collingsworth,3210,48087,03-17-2020,2,0.0,none
Collingsworth,3210,48087,03-18-2020,3,0.0,none
Collingsworth,3210,48087,03-19-2020,4,0.0,none
Collingsworth,3210,48087,03-20-2020,5,0.0,none
Collingsworth,3210,48087,03-21-2020,6,0.0,none
Collingsworth,3210,48087,03-22-2020,7,0.0,none
Collingsworth,3210,48087,03-23-2020,1,0.0,none
Collingsworth,3210,48087,03-24-2020,2,0.0,none
Collingsworth,3210,48087,03-25-2020,3,0.0,none
Collingsworth,3210,48087,03-26-2020,4,0.0,none
Collingsworth,3210,48087,03-27-2020,5,0.0,none
Collingsworth,3210,48087,03-28-2020,6,0.0,none
Collingsworth,3210,48087,03-29-2020,7,0.0,none
Collingsworth,3210,48087,03-30-2020,1,0.0,none
Collingsworth,3210,48087,03-31-2020,2,0.0,none
Collingsworth,3210,48087,04-01-2020,3,0.0,none
Collingsworth,3210,48087,04-02-2020,4,0.0,none
Collingsworth,3210,48087,04-03-2020,5,0.0,none
Collingsworth,3210,48087,04-04-2020,6,0.0,none
Collingsworth,3210,48087,04-05-2020,7,0.0,none
Collingsworth,3210,48087,04-06-2020,1,0.0,none
Collingsworth,3210,48087,04-07-2020,2,0.0,none
Collingsworth,3210,48087,04-08-2020,3,0.0,none
Collingsworth,3210,48087,04-09-2020,4,0.0,none
Collingsworth,3210,48087,04-10-2020,5,0.0,none
Collingsworth,3210,48087,04-11-2020,6,0.0,none
Collingsworth,3210,48087,04-12-2020,7,0.0,none
Collingsworth,3210,48087,04-13-2020,1,0.0,none
Collingsworth,3210,48087,04-14-2020,2,0.0,none
Collingsworth,3210,48087,04-15-2020,3,0.0,none
Collingsworth,3210,48087,04-16-2020,4,0.0,none
Collingsworth,3210,48087,04-17-2020,5,0.0,none
Collingsworth,3210,48087,04-18-2020,6,0.0,none
Collingsworth,3210,48087,04-19-2020,7,0.0,none
Collingsworth,3210,48087,04-20-2020,1,0.0,none
Collingsworth,3210,48087,04-21-2020,2,0.0,none
Collingsworth,3210,48087,04-22-2020,3,0.0,none
Collingsworth,3210,48087,04-23-2020,4,0.0,none
Collingsworth,3210,48087,04-24-2020,5,0.0,none
Collingsworth,3210,48087,04-25-2020,6,0.0,none
Collingsworth,3210,48087,04-26-2020,7,0.0,none
Collingsworth,3210,48087,04-27-2020,1,0.0,none
Collingsworth,3210,48087,04-28-2020,2,0.0,none
Collingsworth,3210,48087,04-29-2020,3,0.0,none
Collingsworth,3210,48087,04-30-2020,4,0.0,none
Collingsworth,3210,48087,05-01-2020,5,0.0,none
Collingsworth,3210,48087,05-02-2020,6,0.0,none
Collingsworth,3210,48087,05-03-2020,7,0.0,none
Collingsworth,3210,48087,05-04-2020,1,0.0,none
Collingsworth,3210,48087,05-05-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,05-06-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,05-07-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,05-08-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,05-09-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,05-10-2020,7,17.801513128615934,>15
Collingsworth,3210,48087,05-11-2020,1,17.801513128615934,>15
Collingsworth,3210,48087,05-12-2020,2,13.35113484646195,>10
Collingsworth,3210,48087,05-13-2020,3,13.35113484646195,>10
Collingsworth,3210,48087,05-14-2020,4,13.35113484646195,>10
Collingsworth,3210,48087,05-15-2020,5,13.35113484646195,>10
Collingsworth,3210,48087,05-16-2020,6,13.35113484646195,>10
Collingsworth,3210,48087,05-17-2020,7,0.0,none
Collingsworth,3210,48087,05-18-2020,1,0.0,none
Collingsworth,3210,48087,05-19-2020,2,0.0,none
Collingsworth,3210,48087,05-20-2020,3,0.0,none
Collingsworth,3210,48087,05-21-2020,4,0.0,none
Collingsworth,3210,48087,05-22-2020,5,0.0,none
Collingsworth,3210,48087,05-23-2020,6,0.0,none
Collingsworth,3210,48087,05-24-2020,7,0.0,none
Collingsworth,3210,48087,05-25-2020,1,0.0,none
Collingsworth,3210,48087,05-26-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,05-27-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,05-28-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,05-29-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,05-30-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,05-31-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,06-01-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,06-02-2020,2,0.0,none
Collingsworth,3210,48087,06-03-2020,3,0.0,none
Collingsworth,3210,48087,06-04-2020,4,0.0,none
Collingsworth,3210,48087,06-05-2020,5,0.0,none
Collingsworth,3210,48087,06-06-2020,6,0.0,none
Collingsworth,3210,48087,06-07-2020,7,0.0,none
Collingsworth,3210,48087,06-08-2020,1,0.0,none
Collingsworth,3210,48087,06-09-2020,2,0.0,none
Collingsworth,3210,48087,06-10-2020,3,0.0,none
Collingsworth,3210,48087,06-11-2020,4,0.0,none
Collingsworth,3210,48087,06-12-2020,5,0.0,none
Collingsworth,3210,48087,06-13-2020,6,0.0,none
Collingsworth,3210,48087,06-14-2020,7,0.0,none
Collingsworth,3210,48087,06-15-2020,1,0.0,none
Collingsworth,3210,48087,06-16-2020,2,0.0,none
Collingsworth,3210,48087,06-17-2020,3,0.0,none
Collingsworth,3210,48087,06-18-2020,4,0.0,none
Collingsworth,3210,48087,06-19-2020,5,0.0,none
Collingsworth,3210,48087,06-20-2020,6,0.0,none
Collingsworth,3210,48087,06-21-2020,7,0.0,none
Collingsworth,3210,48087,06-22-2020,1,0.0,none
Collingsworth,3210,48087,06-23-2020,2,0.0,none
Collingsworth,3210,48087,06-24-2020,3,0.0,none
Collingsworth,3210,48087,06-25-2020,4,0.0,none
Collingsworth,3210,48087,06-26-2020,5,0.0,none
Collingsworth,3210,48087,06-27-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,06-28-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,06-29-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,06-30-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,07-01-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,07-02-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,07-03-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,07-04-2020,6,0.0,none
Collingsworth,3210,48087,07-05-2020,7,0.0,none
Collingsworth,3210,48087,07-06-2020,1,0.0,none
Collingsworth,3210,48087,07-07-2020,2,0.0,none
Collingsworth,3210,48087,07-08-2020,3,0.0,none
Collingsworth,3210,48087,07-09-2020,4,0.0,none
Collingsworth,3210,48087,07-10-2020,5,0.0,none
Collingsworth,3210,48087,07-11-2020,6,0.0,none
Collingsworth,3210,48087,07-12-2020,7,0.0,none
Collingsworth,3210,48087,07-13-2020,1,0.0,none
Collingsworth,3210,48087,07-14-2020,2,0.0,none
Collingsworth,3210,48087,07-15-2020,3,0.0,none
Collingsworth,3210,48087,07-16-2020,4,0.0,none
Collingsworth,3210,48087,07-17-2020,5,0.0,none
Collingsworth,3210,48087,07-18-2020,6,0.0,none
Collingsworth,3210,48087,07-19-2020,7,0.0,none
Collingsworth,3210,48087,07-20-2020,1,0.0,none
Collingsworth,3210,48087,07-21-2020,2,0.0,none
Collingsworth,3210,48087,07-22-2020,3,0.0,none
Collingsworth,3210,48087,07-23-2020,4,0.0,none
Collingsworth,3210,48087,07-24-2020,5,0.0,none
Collingsworth,3210,48087,07-25-2020,6,0.0,none
Collingsworth,3210,48087,07-26-2020,7,0.0,none
Collingsworth,3210,48087,07-27-2020,1,0.0,none
Collingsworth,3210,48087,07-28-2020,2,0.0,none
Collingsworth,3210,48087,07-29-2020,3,0.0,none
Collingsworth,3210,48087,07-30-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,07-31-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,08-01-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,08-02-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,08-03-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,08-04-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,08-05-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,08-06-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,08-07-2020,5,17.801513128615934,>15
Collingsworth,3210,48087,08-08-2020,6,17.801513128615934,>15
Collingsworth,3210,48087,08-09-2020,7,17.801513128615934,>15
Collingsworth,3210,48087,08-10-2020,1,17.801513128615934,>15
Collingsworth,3210,48087,08-11-2020,2,22.251891410769918,>21
Collingsworth,3210,48087,08-12-2020,3,22.251891410769918,>21
Collingsworth,3210,48087,08-13-2020,4,17.801513128615934,>15
Collingsworth,3210,48087,08-14-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,08-15-2020,6,8.900756564307967,>5
Collingsworth,3210,48087,08-16-2020,7,8.900756564307967,>5
Collingsworth,3210,48087,08-17-2020,1,8.900756564307967,>5
Collingsworth,3210,48087,08-18-2020,2,8.900756564307967,>5
Collingsworth,3210,48087,08-19-2020,3,13.35113484646195,>10
Collingsworth,3210,48087,08-20-2020,4,17.801513128615934,>15
Collingsworth,3210,48087,08-21-2020,5,17.801513128615934,>15
Collingsworth,3210,48087,08-22-2020,6,8.900756564307967,>5
Collingsworth,3210,48087,08-23-2020,7,8.900756564307967,>5
Collingsworth,3210,48087,08-24-2020,1,8.900756564307967,>5
Collingsworth,3210,48087,08-25-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,08-26-2020,3,0.0,none
Collingsworth,3210,48087,08-27-2020,4,0.0,none
Collingsworth,3210,48087,08-28-2020,5,0.0,none
Collingsworth,3210,48087,08-29-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,08-30-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,08-31-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,09-01-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,09-02-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,09-03-2020,4,0.0,none
Collingsworth,3210,48087,09-04-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,09-05-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,09-06-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,09-07-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,09-08-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,09-09-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,09-10-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,09-11-2020,5,4.4503782821539835,>0
Collingsworth,3210,48087,09-12-2020,6,4.4503782821539835,>0
Collingsworth,3210,48087,09-13-2020,7,4.4503782821539835,>0
Collingsworth,3210,48087,09-14-2020,1,4.4503782821539835,>0
Collingsworth,3210,48087,09-15-2020,2,4.4503782821539835,>0
Collingsworth,3210,48087,09-16-2020,3,4.4503782821539835,>0
Collingsworth,3210,48087,09-17-2020,4,4.4503782821539835,>0
Collingsworth,3210,48087,09-18-2020,5,0.0,none
Collingsworth,3210,48087,09-19-2020,6,0.0,none
Collingsworth,3210,48087,09-20-2020,7,0.0,none
Collingsworth,3210,48087,09-21-2020,1,0.0,none
Collingsworth,3210,48087,09-22-2020,2,0.0,none
Collingsworth,3210,48087,09-23-2020,3,0.0,none
Collingsworth,3210,48087,09-24-2020,4,0.0,none
Collingsworth,3210,48087,09-25-2020,5,0.0,none
Collingsworth,3210,48087,09-26-2020,6,0.0,none
Collingsworth,3210,48087,09-27-2020,7,0.0,none
Collingsworth,3210,48087,09-28-2020,1,0.0,none
Collingsworth,3210,48087,09-29-2020,2,0.0,none
Collingsworth,3210,48087,09-30-2020,3,4.4503782821539835,>0
